p:add_in_unit_erv,p:adjust_infiltration_rates,p:upgrade_dhw_to_hpwh,p:upgrade_hvac_system_choice,p:upgrade_roof_insulation,p:upgrade_wall_insulation,p:upgrade_window_shgc,p:upgrade_window_u_value,objective_0,objective_1,job_id,job_status,m:timestamp_submit,m:timestamp,m:run_id,m:config,m:success,m:objectives,m:timestamp_gather,pareto_efficient
Add ERV,0.80,Upgrade,None,R-30,R-15,0.35,0.32,4196615.914593527,198317.48798711936,0,DONE,0.03188490867614746,20250622-024619,opt_20250622-024619_0f945f8b,"{'add_in_unit_erv': 'Add ERV', 'adjust_infiltration_rates': '0.80', 'upgrade_dhw_to_hpwh': 'Upgrade', 'upgrade_hvac_system_choice': 'None', 'upgrade_roof_insulation': 'R-30', 'upgrade_wall_insulation': 'R-15', 'upgrade_window_shgc': '0.35', 'upgrade_window_u_value': '0.32'}",True,"{'total_emissions_kg': 4196615.914593527, 'berdo_fine_usd': 198317.48798711936}",78.1692533493042,True
