p:add_in_unit_erv,p:adjust_infiltration_rates,p:upgrade_dhw_to_hpwh,p:upgrade_hvac_mini_split,p:upgrade_hvac_packaged_heat_pump,p:upgrade_roof_insulation,p:upgrade_wall_insulation,p:upgrade_window_shgc,p:upgrade_window_u_value,objective_0,objective_1,job_id,job_status,m:timestamp_submit,m:timestamp,m:run_id,m:config,m:success,m:error,m:timestamp_gather,pareto_efficient
Add ERV,0.80,Upgrade,None,Upgrade,R-20,R-10,0.40,0.22,1.7976931348623157e+308,1.7976931348623157e+308,0,DONE,0.03315329551696777,20250622-035932,opt_20250622-035932_e5b504d1,"{'add_in_unit_erv': 'Add ERV', 'adjust_infiltration_rates': '0.80', 'upgrade_dhw_to_hpwh': 'Upgrade', 'upgrade_hvac_mini_split': 'None', 'upgrade_hvac_packaged_heat_pump': 'Upgrade', 'upgrade_roof_insulation': 'R-20', 'upgrade_wall_insulation': 'R-10', 'upgrade_window_shgc': '0.40', 'upgrade_window_u_value': '0.22'}",False,Seed file missing: C:\00-deephyper-moo\1-openstudio-models\cluster4-existing-condition.osm,1.271918535232544,True
