p:add_in_unit_erv,p:adjust_infiltration_rates,p:upgrade_dhw_to_hpwh,p:upgrade_hvac_mini_split,p:upgrade_roof_insulation,p:upgrade_wall_insulation,p:upgrade_window_shgc,p:upgrade_window_u_value,objective_0,objective_1,job_id,job_status,m:timestamp_submit,m:timestamp,m:run_id,m:config,m:success,m:error,m:timestamp_gather,pareto_efficient
Add ERV,0.80,Upgrade,None,R-30,R-15,0.35,0.32,1.7976931348623157e+308,1.7976931348623157e+308,0,DONE,0.034559011459350586,20250622-042706,opt_20250622-042706_bdcb7789,"{'add_in_unit_erv': 'Add ERV', 'adjust_infiltration_rates': '0.80', 'upgrade_dhw_to_hpwh': 'Upgrade', 'upgrade_hvac_mini_split': 'None', 'upgrade_roof_insulation': 'R-30', 'upgrade_wall_insulation': 'R-15', 'upgrade_window_shgc': '0.35', 'upgrade_window_u_value': '0.32'}",False,'numpy.float64' object is not a mapping,78.90120506286621,True
